Symbol,ATM Straddle %,Price Chg,Price Chg %,IV Chg,IV Chg %,OI Chg,OI Chg %,PCR Chg,PCR Chg %,Tot CE OI Chg,Tot CE OI Chg %,Tot PE OI Chg,Tot PE OI Chg %,Tot PE-CE OI Chg,Report_Type,Source_File,Sector,Price,Price Chg%,OI,PCR,Bldp,Price.1,Price Chg.1,Price Chg%.1,OI Chg.1,OI Chg %.1,Bldp.1,Price.2,Price Chg.2,Price Chg%.2,OI Chg.2,OI Chg %.2,Bldp.2,Price.3,Price Chg.3,Price Chg%.3,OI Chg.3,OI Chg %.3,Bldp.3,Exported data,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Fut OI,Fut OI Chg,Fut OI Chg %,Strike,Call OI,Call OI Chg,Put OI,Put OI Chg,Dist. From Strike %,Fut Buildup,Price chg,Price chg (%),OI chg,OI chg (%),OI Chg (Value),Volume,Volume Chg (%)
LICI,,-1.05,,,,-112.0,-0.77,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Insurance,423.05,-0.25,14465.0,0.63,LU,423.2,-0.15,-0.04,0.0,0,-,424.85,-1.8,-0.42,-79,-0.54,LU,425.25,-2.2,-0.52,-93.0,-0.64,LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYNXT50,,184.4,,,,-21.0,-3.44,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,,72380.0,0.26,590.0,0.09,SC,72320,60,0.08,0.0,0,-,72344.2,35.8,0.05,-6,-1.01,SC,72100.0,280.0,0.39,-21.0,-3.43,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAYTM,,12.5,,,,-132.0,-0.45,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,E-Commerce/App based Aggregator,1280.0,0.99,29267.0,0.41,SC,1275.4,4.6,0.36,0.0,0,-,1273.2,6.8,0.53,3,0.01,LB,1275.8,4.2,0.33,-7.0,-0.02,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSWENERGY,,-1.1,,,,-39.0,-0.18,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Power Generation & Distribution,561.8,-0.2,21414.0,0.56,LU,560.85,0.95,0.17,1.0,0,LB,567,-5.2,-0.92,-45,-0.21,LU,567.15,-5.35,-0.94,-60.0,-0.28,LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JINDALSTEL,,3.4,,,,-240.0,-1.3,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Steel,1048.6,0.33,18269.0,0.71,SC,1051.4,-2.8,-0.27,2.0,0.01,SB,1046.8,1.8,0.17,-38,-0.21,SC,1056.1,-7.5,-0.71,-195.0,-1.06,LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OIL,,9.9,,,,-361.0,-2.81,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Crude Oil & Natural Gas,461.3,2.19,12485.0,0.56,SC,459.75,1.55,0.34,2.0,0.02,LB,460.35,0.95,0.21,-80,-0.64,SC,458.55,2.75,0.6,-563.0,-4.31,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANKIND,,25.5,,,,-87.0,-0.76,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Pharmaceuticals,2572.3,1.0,11412.0,0.52,SC,2544.2,28.1,1.1,3.0,0.03,LB,2540.7,31.6,1.24,-12,-0.11,SC,2541.6,30.7,1.21,-77.0,-0.67,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SENSEX,,-54.05,,,,12.0,0.53,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,,76740.0,-0.07,2255.0,0.87,SB,76735,5,0.01,4.0,0.18,LB,76680,60,0.08,-21,-0.92,SC,76525.0,215.0,0.28,7.0,0.31,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOCON,,-2.8,,,,-74.0,-0.42,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Pharmaceuticals,434.7,-0.64,17587.0,0.79,LU,433.6,1.1,0.25,5.0,0.03,LB,432.3,2.4,0.56,-11,-0.06,SC,434.15,0.55,0.13,-34.0,-0.19,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAJAJ-AUTO,,213.0,,,,-6.0,-0.02,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Automobile,11223.0,1.93,31511.0,1.32,SC,11195,28,0.25,6.0,0.02,LB,11097,126,1.14,-19,-0.06,SC,11048.0,175.0,1.58,-48.0,-0.15,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDCPNIFTY,,-34.9,,,,46.0,0.27,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,,14591.2,-0.24,17102.0,0.96,SB,14594.6,-3.4,-0.02,8.0,0.05,SB,14577,14.2,0.1,32,0.19,LB,14564.6,26.6,0.18,38.0,0.22,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUTHOOTFIN,,18.8,,,,53.0,0.23,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Finance,3064.4,0.62,22686.0,0.56,LB,3072,-7.6,-0.25,8.0,0.04,SB,3085,-20.6,-0.67,23,0.1,SB,3049.4,15.0,0.49,116.0,0.51,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHREECEM,,290.0,,,,206.0,1.51,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Cement,26945.0,1.09,13867.0,0.65,LB,26925,20,0.07,8.0,0.06,LB,26995,-50,-0.19,14,0.1,SB,26980.0,-35.0,-0.13,240.0,1.76,SB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SONACOMS,,-7.85,,,,12.0,0.1,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Auto Ancillaries,721.15,-1.08,11910.0,0.86,SB,721.6,-0.45,-0.06,9.0,0.08,SB,721.7,-0.55,-0.08,77,0.65,SB,721.0,0.15,0.02,120.0,1.02,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELHIVERY,,4.1,,,,56.0,0.54,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Logistics,471.25,0.88,10505.0,0.51,LB,470.2,1.05,0.22,10.0,0.1,LB,469.95,1.3,0.28,4,0.04,LB,467.35,3.9,0.83,45.0,0.43,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESTIGE,,3.3,,,,-93.0,-0.89,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Realty,1663.4,0.2,10358.0,0.57,SC,1654.8,8.6,0.52,13.0,0.13,LB,1647,16.4,1,30,0.29,LB,1657.2,6.2,0.37,-473.0,-4.37,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATAPOWER,,-1.2,,,,-21.0,-0.06,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Power Generation & Distribution,377.5,-0.32,36824.0,0.95,LU,378.05,-0.55,-0.15,14.0,0.04,SB,378.4,-0.9,-0.24,24,0.07,SB,377.3,0.2,0.05,-33.0,-0.09,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POWERGRID,,-0.1,,,,54.0,0.2,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Power Generation & Distribution,288.95,-0.03,27054.0,0.49,SB,289.6,-0.65,-0.22,14.0,0.05,SB,290.1,-1.15,-0.4,-11,-0.04,LU,289.75,-0.8,-0.28,-17.0,-0.06,LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAGEIND,,-55.0,,,,-457.0,-3.24,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Readymade Garments/ Apparells,39840.0,-0.14,13662.0,0.39,LU,39890,-50,-0.13,15.0,0.11,SB,39800,40,0.1,-7,-0.05,SC,39890.0,-50.0,-0.13,-868.0,-5.97,LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BPCL,,3.2,,,,373.0,1.76,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Refineries,316.45,1.02,21522.0,1.06,LB,316.25,0.2,0.06,16.0,0.07,LB,315.35,1.1,0.35,-18,-0.08,SC,314.7,1.75,0.56,244.0,1.15,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLARINDS,,-51.0,,,,50.0,0.35,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Aerospace & Defence,18802.0,-0.27,14405.0,0.91,SB,18832,-30,-0.16,19.0,0.13,SB,18873,-71,-0.38,22,0.15,SB,18924.0,-122.0,-0.64,25.0,0.17,SB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAPPURAM,,3.7,,,,148.0,0.8,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Finance,353.75,1.06,18548.0,0.91,LB,354.05,-0.3,-0.08,19.0,0.1,SB,355.75,-2,-0.56,91,0.49,SB,350.3,3.45,0.98,127.0,0.69,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PREMIERENE,,18.4,,,,-112.0,-1.11,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Trading,1038.4,1.8,10005.0,0.79,SC,1034.5,3.9,0.38,19.0,0.19,LB,1035.7,2.7,0.26,-32,-0.32,SC,1033.9,4.5,0.44,-92.0,-0.91,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASIANPAINT,,-8.6,,,,-123.0,-0.46,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Paints/Varnish,2683.0,-0.32,26880.0,0.92,LU,2685.7,-2.7,-0.1,20.0,0.07,SB,2689.4,-6.4,-0.24,24,0.09,SB,2691.8,-8.8,-0.33,-476.0,-1.74,LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIGO,,-17.0,,,,509.0,1.41,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Air Transport Service,5093.0,-0.33,36645.0,0.96,SB,5102.5,-9.5,-0.19,22.0,0.06,SB,5095,-2,-0.04,318,0.88,SB,5112.0,-19.0,-0.37,337.0,0.93,SB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSE,,-16.0,,,,-287.0,-0.75,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Financial Services,3624.0,-0.44,38078.0,0.55,LU,3629.9,-5.9,-0.16,23.0,0.06,SB,3640.2,-16.2,-0.45,-22,-0.06,LU,3624.2,-0.2,-0.01,-834.0,-2.14,LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAJAJHLDNG,,170.0,,,,46.0,1.19,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Finance,10583.0,1.63,3899.0,0.45,LB,10586,-3,-0.03,24.0,0.62,SB,10569,14,0.13,21,0.54,LB,10495.0,88.0,0.84,33.0,0.85,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DABUR,,-1.75,,,,183.0,0.81,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,FMCG,424.6,-0.41,22771.0,0.56,SB,424.1,0.5,0.12,26.0,0.11,LB,424.45,0.15,0.04,57,0.25,LB,423.6,1.0,0.24,-130.0,-0.57,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORTIS,,2.1,,,,75.0,0.58,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Healthcare,949.4,0.22,13023.0,0.54,LB,946.05,3.35,0.35,27.0,0.21,LB,944.5,4.9,0.52,43,0.33,LB,943.05,6.35,0.67,69.0,0.53,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NATIONALUM,,2.75,,,,-65.0,-0.27,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Non Ferrous Metals,346.0,0.8,23929.0,0.63,SC,348,-2,-0.57,27.0,0.11,SB,349,-3,-0.86,-18,-0.08,LU,351.5,-5.5,-1.56,-233.0,-0.96,LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNOMINDA,,14.3,,,,85.0,1.03,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Auto Ancillaries,1145.4,1.26,8326.0,0.57,LB,1147.6,-2.2,-0.19,28.0,0.34,SB,1137.5,7.9,0.69,87,1.06,LB,1131.8,13.6,1.2,75.0,0.91,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAIL,,-1.2,,,,-323.0,-1.61,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Gas Distribution,171.72,-0.69,19715.0,0.62,LU,171.93,-0.21,-0.12,30.0,0.15,SB,172.06,-0.34,-0.2,-86,-0.43,LU,172.5,-0.78,-0.45,-255.0,-1.28,LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZYDUSLIFE,,-4.9,,,,-173.0,-1.7,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Pharmaceuticals,1119.4,-0.44,9995.0,0.64,LU,1113.9,5.5,0.49,31.0,0.31,LB,1115.7,3.7,0.33,20,0.2,LB,1117.1,2.3,0.21,-464.0,-4.43,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUPIN,,-2.3,,,,107.0,0.9,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Pharmaceuticals,2413.4,-0.1,11941.0,0.76,SB,2405.9,7.5,0.31,32.0,0.27,LB,2405.8,7.6,0.32,80,0.67,LB,2409.1,4.3,0.18,35.0,0.29,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHOENIXLTD,,6.6,,,,156.0,1.75,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Realty,2060.3,0.32,9063.0,0.63,LB,2049.8,10.5,0.51,32.0,0.35,LB,2051.8,8.5,0.41,47,0.52,LB,2041.9,18.4,0.9,96.0,1.07,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOSCHLTD,,990.0,,,,147.0,1.81,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Auto Ancillaries,42595.0,2.38,8253.0,0.77,LB,42360,235,0.55,32.0,0.39,LB,41750,845,2.02,98,1.2,LB,41560.0,1035.0,2.49,122.0,1.5,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUMMINSIND,,30.0,,,,128.0,0.61,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Capital Goods-Non Electrical Equipment,5628.5,0.54,21058.0,0.65,LB,5629,-0.5,-0.01,34.0,0.16,SB,5614,14.5,0.26,27,0.13,LB,5617.5,11.0,0.2,55.0,0.26,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIIND,,26.0,,,,18.0,0.11,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Agro Chemicals,2726.2,0.96,16334.0,0.65,LB,2735.9,-9.7,-0.35,34.0,0.21,SB,2738.3,-12.1,-0.44,38,0.23,SB,2711.3,14.9,0.55,-30.0,-0.18,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLPAL,,-0.5,,,,-170.0,-1.04,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,FMCG,2115.6,-0.02,16151.0,0.74,LU,2117,-1.4,-0.07,35.0,0.22,SB,2116,-0.4,-0.02,43,0.27,SB,2120.0,-4.4,-0.21,-317.0,-1.92,LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MFSL,,-6.0,,,,123.0,0.59,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Miscellaneous,1517.8,-0.39,20901.0,0.54,SB,1519.2,-1.4,-0.09,36.0,0.17,SB,1514.9,2.9,0.19,52,0.25,LB,1517.5,0.3,0.02,77.0,0.37,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARICO,,-4.55,,,,-33.0,-0.33,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,FMCG,856.5,-0.53,9932.0,0.64,LU,857,-0.5,-0.06,37.0,0.37,SB,854.65,1.85,0.22,25,0.25,LB,858.35,-1.85,-0.22,-44.0,-0.44,LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMBUJACEM,,-2.5,,,,316.0,0.53,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Cement,427.9,-0.58,60066.0,0.5,SB,427.95,-0.05,-0.01,38.0,0.06,SB,427.8,0.1,0.02,68,0.11,LB,428.95,-1.05,-0.24,199.0,0.33,SB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCS,,4.0,,,,-625.0,-0.39,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,IT - Software,2216.6,0.18,160086.0,0.82,SC,2214.1,2.5,0.11,38.0,0.02,LB,2213.9,2.7,0.12,-312,-0.19,SC,2200.4,16.2,0.74,-2032.0,-1.25,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMART,,59.5,,,,-673.0,-2.14,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Retail,4069.1,1.48,30740.0,0.38,SC,4076.2,-7.1,-0.17,38.0,0.12,SB,4073.7,-4.6,-0.11,-239,-0.77,LU,4068.1,1.0,0.02,-583.0,-1.86,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PETRONET,,-9.0,,,,458.0,2.82,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Gas Distribution,270.3,-3.22,16710.0,0.86,SB,271.35,-1.05,-0.39,40.0,0.24,SB,270.6,-0.3,-0.11,30,0.18,SB,273.2,-2.9,-1.06,111.0,0.67,SB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANKNIFTY,,-262.6,,,,-115.0,-0.17,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,,56936.0,-0.46,66280.0,0.75,LU,56951.4,-15.4,-0.03,40.0,0.06,SB,56981,-45,-0.08,88,0.13,SB,56866.8,69.2,0.12,-109.0,-0.16,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMRAIRPORT,,-1.19,,,,686.0,4.16,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Miscellaneous,108.68,-1.08,17185.0,0.54,SB,107.67,1.01,0.94,41.0,0.24,LB,107.68,1,0.93,669,4.05,LB,108.1,0.58,0.54,672.0,4.07,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360ONE,,1.5,,,,161.0,1.77,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Stock/ Commodity Brokers,1094.1,0.14,9234.0,0.63,LB,1092.4,1.7,0.16,41.0,0.45,LB,1091.2,2.9,0.27,70,0.76,LB,1089.6,4.5,0.41,134.0,1.47,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLICYBZR,,-7.9,,,,68.0,0.23,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,IT - Software,1546.1,-0.51,29759.0,0.71,SB,1546.4,-0.3,-0.02,42.0,0.14,SB,1546.1,0,0,14,0.05,-,1550.1,-4.0,-0.26,-22.0,-0.07,LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HINDALCO,,8.95,,,,463.0,0.72,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Non Ferrous Metals,960.65,0.94,65050.0,0.53,LB,959.55,1.1,0.11,42.0,0.06,LB,960.95,-0.3,-0.03,30,0.05,SB,963.7,-3.05,-0.32,-23.0,-0.04,LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAM-INDIA,,-37.5,,,,286.0,3.17,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Finance,1111.8,-3.26,9312.0,0.54,SB,1114.1,-2.3,-0.21,46.0,0.5,SB,1115.7,-3.9,-0.35,91,0.99,SB,1110.0,1.8,0.16,46.0,0.5,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAVELLS,,6.6,,,,126.0,0.72,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Consumer Durables,1215.8,0.55,17723.0,0.71,LB,1220,-4.2,-0.34,46.0,0.26,SB,1215.6,0.2,0.02,32,0.18,LB,1207.5,8.3,0.69,90.0,0.51,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JSWSTEEL,,-2.4,,,,637.0,1.42,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Steel,1263.5,-0.19,45438.0,0.74,SB,1267.7,-4.2,-0.33,50.0,0.11,SB,1265.7,-2.2,-0.17,76,0.17,SB,1270.8,-7.3,-0.57,647.0,1.44,SB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CROMPTON,,-3.6,,,,327.0,1.35,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Consumer Durables,249.8,-1.42,24560.0,0.41,SB,250.1,-0.3,-0.12,51.0,0.21,SB,250.3,-0.5,-0.2,62,0.25,SB,251.5,-1.7,-0.68,217.0,0.89,SB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCAMC,,9.2,,,,186.0,1.1,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Finance,2553.7,0.36,17026.0,0.64,LB,2554.9,-1.2,-0.05,51.0,0.3,SB,2555,-1.3,-0.05,43,0.25,SB,2544.4,9.3,0.37,117.0,0.69,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABCAPITAL,,-3.85,,,,234.0,2.13,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Finance,396.95,-0.96,11205.0,0.61,SB,396.35,0.6,0.15,53.0,0.47,LB,398.25,-1.3,-0.33,79,0.71,SB,395.75,1.2,0.3,162.0,1.47,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALKEM,,-52.0,,,,181.0,1.51,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Pharmaceuticals,5535.0,-0.93,12184.0,0.44,SB,5535.5,-0.5,-0.01,56.0,0.46,SB,5546.5,-11.5,-0.21,96,0.79,SB,5572.5,-37.5,-0.67,140.0,1.16,SB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRITANNIA,,-30.5,,,,75.0,0.46,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,FMCG,5467.5,-0.55,16461.0,0.81,SB,5465,2.5,0.05,56.0,0.34,LB,5449.5,18,0.33,56,0.34,LB,5471.0,-3.5,-0.06,-30.0,-0.18,LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUPREMEIND,,-10.8,,,,55.0,0.48,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Plastic products,3440.7,-0.31,11510.0,0.73,SB,3437.6,3.1,0.09,56.0,0.49,LB,3430.6,10.1,0.29,31,0.27,LB,3436.0,4.7,0.14,66.0,0.58,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VMM,,-2.35,,,,329.0,4.31,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Retail,109.6,-2.1,7967.0,0.39,SB,109.81,-0.21,-0.19,57.0,0.72,SB,109.89,-0.29,-0.26,99,1.26,SB,109.68,-0.08,-0.07,175.0,2.24,SB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TATACONSUM,,6.1,,,,458.0,1.71,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Plantation & Plantation Products,1102.2,0.56,27238.0,0.77,LB,1099.9,2.3,0.21,59.0,0.22,LB,1098.6,3.6,0.33,105,0.39,LB,1099.8,2.4,0.22,288.0,1.07,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIDILITIND,,-9.4,,,,153.0,1.17,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Chemicals,1586.5,-0.59,13231.0,0.67,SB,1586.1,0.4,0.03,64.0,0.49,LB,1586.1,0.4,0.03,89,0.68,LB,1590.1,-3.6,-0.23,103.0,0.78,SB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TITAN,,-22.2,,,,-34.0,-0.12,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,"Diamond, Gems and Jewellery",4694.1,-0.47,28211.0,0.92,LU,4698,-3.9,-0.08,65.0,0.23,SB,4692,2.1,0.04,125,0.44,LB,4704.5,-10.4,-0.22,-468.0,-1.63,LU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLF,,3.7,,,,-148.0,-0.37,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Realty,648.55,0.57,40398.0,0.66,SC,645,3.55,0.55,66.0,0.16,LB,643.95,4.6,0.71,45,0.11,LB,638.1,10.45,1.64,-200.0,-0.49,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASHOKLEY,,0.98,,,,297.0,1.05,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,Automobile,153.33,0.64,28507.0,0.67,LB,153.27,0.06,0.04,66.0,0.23,LB,152.61,0.72,0.47,137,0.48,LB,152.7,0.63,0.41,195.0,0.69,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWIGGY,,1.92,,,,144.0,0.6,,,,,,,,FUTURES_OI,FuturesOI_28JUL26_Scan_23_7_2026.xlsx,E-Commerce/App based Aggregator,265.68,0.73,24308.0,0.65,LB,264.73,0.95,0.36,66.0,0.27,LB,263.71,1.97,0.75,249,1.03,LB,261.6,4.08,1.56,83.0,0.34,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
